RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,PowerOutput
32.8,411.0,14.1,2.1,0.56
38.1,471.0,17.9,2.2,1.07
46.3,570.0,16.1,3.1,2.26
28.7,355.0,15.8,2.3,0.27
34.1,413.0,21.4,2.2,0.61
32.8,417.0,15.2,2.1,0.66
34.9,430.0,21.8,2.5,0.71
44.4,547.0,21.5,2.5,1.96
37.5,471.0,21.1,2.3,1.05
41.6,517.0,22.0,2.3,1.58
29.9,379.0,22.4,2.4,0.44
41.0,500.0,20.8,2.4,1.35
24.4,312.0,22.1,2.3,0.15
38.8,481.0,20.6,2.4,1.16
43.6,530.0,21.8,3.2,1.67
46.5,569.0,22.4,3.0,2.27
36.1,446.0,15.0,2.1,0.85
47.8,580.0,22.4,3.2,2.37
46.4,569.0,22.3,3.2,2.21
40.9,507.0,20.7,2.5,1.45
37.4,466.0,22.5,2.2,1.03
29.5,360.0,20.2,2.1,0.32
36.7,458.0,16.1,2.1,1.0
45.6,561.0,22.5,2.9,2.08
39.2,498.0,21.7,2.3,1.35
41.4,491.0,21.7,3.3,1.23
38.6,480.0,19.6,2.1,1.13
41.2,502.0,20.6,3.0,1.4
34.3,410.0,22.4,2.6,0.56
36.5,456.0,16.7,2.3,0.96
33.4,417.0,22.4,2.7,0.67
33.5,424.0,21.7,2.1,0.71
40.3,496.0,21.3,2.6,1.32
35.3,441.0,15.1,2.2,0.82
38.5,482.0,22.8,2.4,1.13
33.8,424.0,17.8,2.1,0.69
35.6,438.0,21.4,2.6,0.81
44.4,542.0,22.1,2.8,1.84
39.7,490.0,21.1,2.4,1.2
38.6,481.0,18.6,2.1,1.18
36.2,451.0,15.2,2.3,0.93
35.7,457.0,18.7,2.4,0.98
40.2,494.0,20.6,2.9,1.29
36.0,447.0,21.5,2.1,0.88
43.1,526.0,17.9,2.7,1.66
36.5,456.0,22.6,2.2,0.93
36.4,454.0,22.3,2.2,0.93
38.7,483.0,21.3,2.2,1.16
37.3,468.0,21.6,2.2,1.02
36.5,459.0,22.2,2.1,1.01
41.6,514.0,20.7,2.5,1.53
32.4,401.0,14.0,2.2,0.54
40.5,502.0,18.6,2.5,1.36
39.6,489.0,22.8,2.8,1.29
37.0,464.0,22.3,2.2,1.03
49.1,587.0,19.2,2.9,2.45
34.9,440.0,20.7,2.4,0.82
32.9,404.0,22.2,2.6,0.54
34.7,432.0,15.2,2.4,0.77
44.2,548.0,19.7,3.2,1.93
38.7,485.0,18.6,2.1,1.27
33.3,413.0,22.4,2.4,0.62
39.8,493.0,19.5,2.6,1.26
37.3,460.0,22.2,2.1,0.99
36.4,462.0,21.1,2.1,0.99
34.7,431.0,20.9,2.5,0.73
45.3,545.0,22.3,3.1,1.88
38.1,457.0,20.5,3.1,0.92
25.1,309.0,22.1,2.4,0.12
43.0,532.0,21.6,2.4,1.73
37.2,467.0,22.2,2.3,1.06
37.1,466.0,21.1,3.0,1.01
38.1,476.0,20.6,2.1,1.15
39.0,483.0,21.3,2.6,1.13
37.2,457.0,22.2,2.5,0.98
39.4,488.0,21.0,2.3,1.25
38.8,480.0,18.7,2.1,1.14
36.9,459.0,21.1,2.3,0.93
39.1,488.0,20.7,2.3,1.22
35.9,446.0,22.2,2.1,0.84
41.5,515.0,19.3,2.6,1.51
40.3,500.0,16.1,2.5,1.37
44.2,541.0,21.9,3.3,1.84
44.4,539.0,18.7,3.1,1.84
42.8,532.0,21.4,2.4,1.73
33.3,418.0,22.4,2.7,0.68
36.8,468.0,20.6,2.5,1.03
45.4,560.0,21.5,2.8,2.04
41.0,504.0,20.8,2.4,1.41
38.2,468.0,22.4,2.9,1.05
38.7,487.0,19.2,3.1,1.26
45.0,560.0,22.9,2.7,2.09
33.7,420.0,21.0,2.5,0.67
38.9,480.0,17.0,2.4,1.19
46.6,581.0,20.6,2.7,2.36
45.2,551.0,18.7,2.9,1.96
29.5,355.0,21.5,2.8,0.3
34.6,424.0,21.1,2.3,0.67
40.4,499.0,20.7,2.7,1.35
30.7,382.0,19.7,2.1,0.43
38.7,480.0,21.7,2.2,1.09
41.0,514.0,21.7,2.4,1.56
43.0,510.0,20.6,3.2,1.46
42.9,533.0,22.5,2.8,1.74
40.9,510.0,20.8,2.5,1.48
41.0,499.0,19.3,3.1,1.37
43.8,532.0,19.7,2.9,1.73
44.2,535.0,20.6,2.9,1.75
44.8,550.0,21.5,2.5,1.97
31.7,404.0,15.2,2.1,0.56
43.9,536.0,21.0,3.1,1.8
44.1,545.0,20.7,2.8,1.9
41.6,518.0,22.9,2.6,1.56
37.2,462.0,20.6,2.2,1.01
30.6,385.0,10.5,2.2,0.47
38.3,477.0,21.4,2.2,1.13
44.2,522.0,22.1,3.0,1.6
34.7,432.0,15.2,2.4,0.76
33.2,411.0,20.2,2.1,0.56
32.2,409.0,20.6,2.2,0.56
47.4,567.0,22.1,3.2,2.2
38.7,480.0,18.7,2.4,1.12
41.1,509.0,19.2,2.2,1.46
35.4,443.0,18.7,2.1,0.82
43.5,527.0,17.2,2.6,1.67
45.5,555.0,17.1,3.1,2.03
32.0,397.0,22.0,2.1,0.49
49.4,602.0,18.8,3.7,2.73
42.0,522.0,20.6,2.4,1.63
40.2,503.0,22.1,2.5,1.38
40.3,500.0,18.6,2.3,1.35
56.4,671.0,22.4,3.6,4.09
43.7,536.0,22.9,2.8,1.72
44.5,535.0,19.6,2.8,1.78
19.2,11.0,19.7,3.7,0.74
40.0,500.0,20.5,2.5,1.35
32.0,395.0,21.8,3.2,0.51
38.2,466.0,19.5,2.8,0.99
36.9,458.0,22.3,2.2,0.95
43.0,517.0,19.0,2.7,1.51
39.3,488.0,17.9,3.1,1.24
30.6,381.0,22.4,2.2,0.45
36.1,451.0,22.3,2.2,0.9
38.8,480.0,17.9,2.3,1.15
41.9,517.0,16.1,2.6,1.56
36.7,457.0,16.1,2.1,0.97
34.9,429.0,20.8,2.2,0.7
41.7,515.0,22.0,3.0,1.49
39.9,498.0,21.9,2.2,1.31
39.3,493.0,21.5,2.4,1.26
33.7,416.0,15.1,2.1,0.61
38.6,478.0,22.3,2.6,1.16
47.3,582.0,21.5,2.8,2.41
47.6,577.0,21.4,3.5,2.34
32.8,408.0,22.6,2.5,0.59
41.4,516.0,20.8,2.4,1.54
34.6,437.0,21.7,2.5,0.79
41.0,511.0,21.6,2.8,1.49
21.9,268.0,18.8,2.1,0.01
39.5,480.0,17.9,2.6,1.13
44.5,548.0,21.5,2.6,1.9
50.5,614.0,18.8,2.9,2.98
37.0,471.0,21.9,2.3,1.08
42.2,523.0,17.0,3.0,1.63
26.2,329.0,22.0,2.2,0.15
38.3,479.0,16.4,2.3,1.16
43.0,521.0,23.1,3.0,1.56
44.7,548.0,20.7,2.8,1.88
37.7,457.0,16.7,2.1,0.92
40.5,495.0,22.4,3.1,1.32
41.0,496.0,21.3,2.6,1.33
44.9,553.0,21.5,2.7,2.01
27.0,335.0,22.2,2.1,0.22
41.0,504.0,20.9,2.9,1.42
37.1,463.0,22.3,2.3,0.98
37.8,461.0,21.8,2.1,0.99
38.8,475.0,21.5,2.3,1.12
45.0,547.0,20.6,2.8,1.91
34.1,431.0,20.6,2.2,0.73
39.6,470.0,21.7,3.5,1.02
40.3,495.0,22.2,2.7,1.31
33.5,415.0,22.5,2.2,0.62
47.1,567.0,18.7,3.1,2.16
48.6,597.0,22.7,3.0,2.7
33.6,419.0,21.9,2.3,0.65
37.8,473.0,22.0,2.2,1.11
39.6,489.0,20.8,2.3,1.27
42.8,524.0,19.6,2.4,1.64
34.2,412.0,22.2,2.5,0.58
50.0,597.0,19.2,3.3,2.62
37.5,472.0,21.1,2.8,1.08
36.1,445.0,22.1,2.1,0.85
41.5,516.0,20.5,2.2,1.51
32.2,403.0,16.0,2.2,0.57
35.0,440.0,19.6,2.1,0.84
33.7,416.0,15.1,2.1,0.64
44.1,544.0,21.5,2.5,1.84
34.4,427.0,22.1,2.5,0.72
37.7,458.0,17.9,2.8,0.98
46.5,572.0,21.5,2.8,2.29
41.3,511.0,20.7,2.4,1.5
31.4,393.0,21.0,2.2,0.49
41.9,513.0,19.3,3.1,1.48
42.6,529.0,22.7,2.9,1.69
45.4,551.0,23.1,2.9,1.97
30.8,394.0,22.4,2.2,0.48
35.6,446.0,21.6,2.2,0.89
36.7,457.0,16.7,2.1,0.97
36.2,447.0,19.8,2.7,0.87
36.2,451.0,21.5,2.3,0.91
44.7,548.0,20.7,2.8,1.91
31.8,399.0,18.9,2.1,0.53
38.1,477.0,16.4,2.3,1.14
36.4,443.0,23.3,2.3,0.81
34.3,430.0,22.0,2.3,0.74
39.2,496.0,19.3,2.5,1.37
40.6,502.0,18.6,2.7,1.37
37.6,472.0,22.6,2.1,1.09
36.1,446.0,21.5,2.2,0.86
38.4,474.0,21.2,2.6,1.12
38.9,477.0,20.8,2.2,1.12
40.0,497.0,18.6,2.6,1.28
40.9,499.0,19.4,2.5,1.38
42.1,524.0,17.8,2.7,1.65
45.1,557.0,16.1,2.6,2.08
39.7,472.0,20.6,3.3,1.06
39.0,475.0,18.6,2.3,1.14
39.0,478.0,21.5,2.3,1.15
42.0,516.0,22.3,2.8,1.55
36.5,449.0,22.3,2.6,0.84
42.5,517.0,18.7,2.6,1.56
46.1,568.0,16.1,2.6,2.24
36.4,452.0,22.9,2.1,0.93
37.0,466.0,21.4,2.4,1.06
37.7,473.0,19.4,2.2,1.11
39.0,486.0,17.9,3.2,1.21
35.0,435.0,15.3,2.3,0.77
40.6,501.0,19.6,2.6,1.39
40.2,490.0,20.6,2.4,1.2
47.7,595.0,18.8,2.7,2.69
27.0,344.0,22.4,2.1,0.2
44.8,549.0,19.7,3.0,1.94
44.4,542.0,18.1,2.7,1.86
36.9,447.0,22.4,2.9,0.83
39.3,484.0,22.7,2.5,1.2
37.3,455.0,20.0,2.4,0.97
35.7,446.0,15.4,2.1,0.85
41.7,512.0,19.2,2.6,1.46
44.7,543.0,22.1,2.8,1.87
28.8,356.0,10.4,2.1,0.28
38.0,476.0,21.4,2.1,1.09
34.5,430.0,21.0,2.2,0.7
40.0,496.0,23.3,2.3,1.3
35.1,441.0,22.4,2.3,0.78
47.2,580.0,20.6,2.8,2.38
40.2,490.0,23.3,2.7,1.26
38.0,473.0,18.7,2.6,1.12
35.3,438.0,17.8,2.8,0.78
38.2,474.0,22.2,2.3,1.12
41.5,505.0,20.9,3.0,1.4
48.6,593.0,19.5,3.0,2.65
40.4,486.0,20.5,2.6,1.22
30.2,383.0,22.5,2.3,0.43
42.9,533.0,19.0,2.8,1.74
37.7,465.0,22.6,2.2,1.02
41.1,507.0,21.0,2.5,1.43
37.7,471.0,16.5,2.5,1.06
45.3,554.0,20.6,2.7,2.06
56.5,680.0,22.4,3.7,4.26
37.3,470.0,21.4,2.4,1.09
46.5,581.0,18.8,2.6,2.43
42.8,530.0,19.6,2.5,1.75
36.6,453.0,20.9,2.7,0.92
39.4,482.0,19.1,2.6,1.18
35.2,420.0,22.4,2.6,0.63
37.9,471.0,22.3,2.4,1.07
35.7,448.0,15.1,2.1,0.86
44.2,533.0,19.0,2.9,1.74
40.4,489.0,19.6,2.6,1.24
32.8,409.0,22.5,2.5,0.6
37.0,467.0,18.7,2.1,1.03
32.6,413.0,22.6,2.6,0.62
32.5,408.0,15.2,2.1,0.55
31.5,383.0,20.2,2.1,0.43
39.6,490.0,21.1,2.4,1.2
40.1,497.0,19.3,2.5,1.37
34.8,428.0,23.2,2.4,0.72
37.6,469.0,19.9,2.2,1.04
31.3,390.0,20.7,2.5,0.45
31.4,392.0,22.2,2.1,0.47
38.4,477.0,16.9,2.3,1.12
38.3,475.0,16.0,2.8,1.14
39.2,485.0,19.6,2.4,1.21
43.3,530.0,16.9,2.7,1.69
35.0,437.0,21.3,2.6,0.76
32.4,415.0,22.0,2.2,0.61
38.5,484.0,19.1,2.3,1.19
35.3,446.0,20.7,2.4,0.85
40.7,491.0,16.0,3.0,1.23
39.6,485.0,20.7,2.3,1.2
32.3,413.0,22.0,2.4,0.62
36.4,452.0,22.6,2.1,0.92
40.8,496.0,16.8,2.8,1.31
38.2,481.0,23.3,2.1,1.18
44.0,538.0,18.1,2.4,1.81
44.6,556.0,20.5,2.7,2.05
33.8,424.0,15.1,2.2,0.67
34.8,435.0,21.3,2.6,0.78
41.3,516.0,22.9,2.4,1.53
38.2,476.0,21.4,2.3,1.15
38.2,472.0,21.5,2.2,1.09
44.8,547.0,16.9,2.9,1.94
40.3,492.0,22.4,3.1,1.29
41.3,509.0,19.3,2.4,1.45
40.9,511.0,18.1,2.3,1.49
32.5,404.0,22.6,2.2,0.56
40.1,499.0,18.6,2.3,1.34
32.2,399.0,22.0,2.1,0.52
45.4,550.0,17.1,3.2,2.0
42.6,529.0,21.0,2.5,1.66
37.1,464.0,18.3,2.3,1.02
46.8,562.0,18.7,3.2,2.08
38.3,482.0,20.6,2.6,1.21
36.1,448.0,15.0,2.1,0.84
38.9,489.0,22.5,2.3,1.24
35.2,432.0,21.4,2.5,0.73
37.4,458.0,20.0,2.4,1.0
38.0,478.0,21.0,2.3,1.13
39.8,488.0,22.4,2.6,1.19
34.4,425.0,19.4,2.4,0.69
34.7,434.0,21.3,2.1,0.78
29.4,371.0,22.4,2.5,0.33
29.9,363.0,22.2,2.6,0.31
42.2,510.0,21.8,3.0,1.48
45.8,557.0,17.1,3.1,2.04
42.7,521.0,20.7,3.0,1.59
44.5,549.0,16.1,2.6,1.96
35.0,441.0,19.7,2.3,0.81
43.6,520.0,20.6,2.7,1.51
40.2,496.0,21.3,2.6,1.32
40.1,493.0,21.4,2.4,1.28
38.8,478.0,18.6,2.1,1.12
36.5,454.0,22.3,2.2,0.93
40.3,504.0,20.8,2.3,1.42
35.8,443.0,22.1,2.2,0.82
34.0,414.0,21.8,2.6,0.63
45.5,552.0,17.9,2.8,2.02
42.1,508.0,20.2,2.9,1.4
44.4,537.0,17.1,2.8,1.81
41.0,505.0,20.2,2.2,1.41
42.8,525.0,22.1,2.9,1.62
40.2,500.0,20.9,2.5,1.37
33.3,414.0,15.9,2.2,0.57
43.4,535.0,16.0,2.8,1.78
42.3,522.0,20.7,2.7,1.6
42.4,520.0,23.4,2.5,1.6
39.6,490.0,17.9,3.1,1.26
40.1,496.0,17.8,2.6,1.33
41.1,508.0,20.7,2.5,1.45
37.7,469.0,20.6,2.5,1.05
34.3,418.0,19.3,2.5,0.62
41.8,506.0,21.2,2.8,1.42
37.5,464.0,16.7,2.4,1.04
33.7,419.0,22.5,2.2,0.63
40.1,500.0,22.8,2.3,1.35
48.1,590.0,21.5,3.1,2.55
38.2,482.0,17.8,2.1,1.17
31.2,393.0,15.9,2.3,0.52
37.8,475.0,21.5,2.1,1.13
39.5,481.0,19.3,2.7,1.14
38.7,484.0,20.7,2.1,1.2
43.5,534.0,21.9,3.2,1.76
42.2,522.0,21.4,2.4,1.57
39.3,485.0,19.6,2.4,1.21
29.6,370.0,10.4,2.1,0.36
28.3,359.0,22.0,2.4,0.31
42.1,522.0,21.8,2.5,1.63
29.4,361.0,19.4,2.5,0.31
34.6,428.0,20.6,2.2,0.67
36.2,442.0,22.5,2.8,0.81
36.3,454.0,19.3,2.2,0.94
39.6,496.0,19.1,2.3,1.35
40.6,502.0,20.9,2.8,1.4
34.8,431.0,19.4,2.6,0.74
27.8,272.0,19.8,3.1,0.18
39.7,479.0,16.0,2.5,1.11
43.6,535.0,22.9,2.8,1.72
43.1,534.0,22.7,2.9,1.78
43.1,526.0,21.3,2.7,1.6
42.7,522.0,18.5,2.5,1.63
32.5,411.0,21.0,2.4,0.63
43.4,537.0,23.1,3.3,1.8
42.5,527.0,21.4,2.7,1.67
39.6,474.0,19.6,2.6,1.1
35.6,446.0,20.6,2.1,0.86
34.1,427.0,21.6,2.2,0.69
43.9,544.0,18.0,2.6,1.9
41.2,508.0,19.3,2.2,1.44
40.1,490.0,22.5,2.6,1.25
45.3,566.0,22.2,2.6,2.2
47.1,569.0,20.2,3.2,2.24
47.7,583.0,22.1,3.1,2.45
40.5,506.0,17.8,2.4,1.42
26.5,341.0,19.6,2.4,0.2
37.0,460.0,22.3,2.1,0.99
29.9,366.0,22.5,2.4,0.33
35.6,441.0,18.6,2.1,0.84
45.1,560.0,20.2,2.9,2.12
32.9,412.0,22.5,2.3,0.6
50.3,601.0,20.6,3.5,2.68
39.1,490.0,20.6,2.6,1.28
38.9,476.0,22.2,2.3,1.1
40.4,495.0,18.6,2.1,1.3
36.6,463.0,19.6,2.2,1.02
39.6,488.0,22.3,2.7,1.2
42.8,520.0,17.9,3.0,1.57
33.2,416.0,19.3,2.3,0.61
33.5,422.0,15.9,2.1,0.65
27.0,346.0,22.4,2.1,0.22
34.2,425.0,22.1,2.3,0.67
42.2,521.0,22.4,2.8,1.61
39.0,484.0,15.2,2.5,1.18
38.4,477.0,19.1,2.3,1.15
37.5,470.0,20.8,2.2,1.09
44.4,541.0,23.1,2.6,1.87
39.5,492.0,20.7,2.4,1.29
39.2,495.0,21.9,3.1,1.28
30.2,377.0,22.4,2.1,0.43
39.5,493.0,22.0,2.3,1.26
39.4,493.0,21.0,2.4,1.28
44.8,551.0,19.6,3.2,1.94
43.3,525.0,22.2,2.8,1.59
36.4,453.0,21.9,2.3,0.91
39.1,492.0,22.1,2.1,1.26
42.1,497.0,20.6,2.6,1.33
49.6,592.0,19.2,2.9,2.53
32.3,397.0,21.0,2.2,0.5
35.3,443.0,20.6,2.3,0.86
40.2,496.0,17.8,2.2,1.32
34.3,429.0,19.2,2.1,0.73
42.6,518.0,16.8,3.2,1.57
34.2,429.0,20.5,2.1,0.72
40.0,496.0,18.6,2.3,1.3
38.4,464.0,20.1,2.2,1.02
38.4,477.0,21.4,2.2,1.14
46.2,570.0,20.6,2.8,2.26
39.4,491.0,20.7,2.3,1.26
38.8,467.0,22.4,3.0,1.02
33.5,419.0,22.3,2.2,0.62
34.9,430.0,20.6,2.2,0.7
41.0,510.0,22.3,2.6,1.51
31.8,390.0,21.4,2.5,0.46
33.7,426.0,19.7,2.1,0.69
39.2,479.0,22.2,2.4,1.07
28.7,350.0,22.1,2.4,0.25
39.0,480.0,20.7,2.4,1.16
42.0,515.0,17.9,2.5,1.51
36.8,461.0,20.7,2.3,0.99
48.8,585.0,20.5,3.3,2.46
41.5,520.0,21.7,2.4,1.61
43.7,541.0,22.7,3.0,1.86
46.6,563.0,21.4,3.0,2.08
36.0,453.0,20.6,2.3,0.91
37.7,468.0,16.5,2.3,1.01
36.0,443.0,21.5,2.2,0.84
33.8,406.0,21.6,2.5,0.55
36.7,467.0,19.2,2.7,1.05
39.3,490.0,21.9,2.8,1.27
39.8,487.0,19.1,2.1,1.2
40.0,498.0,19.3,2.2,1.32
33.4,414.0,22.4,2.4,0.63
36.5,454.0,22.0,2.3,0.95
30.2,366.0,21.4,2.5,0.32
36.4,449.0,21.6,2.2,0.91
34.1,428.0,21.1,2.2,0.73
40.9,511.0,22.8,2.6,1.49
37.1,467.0,23.3,2.1,1.02
31.7,400.0,18.8,2.1,0.54
45.3,555.0,22.6,2.9,2.02
38.6,478.0,19.4,2.7,1.15
37.0,462.0,19.7,2.4,1.0
45.6,551.0,20.1,3.0,2.0
39.7,488.0,21.1,2.8,1.26
38.7,486.0,19.6,2.4,1.21
37.9,474.0,20.7,2.1,1.11
40.8,499.0,16.2,2.6,1.32
43.8,535.0,16.9,2.8,1.74
40.3,495.0,20.6,3.0,1.28
35.4,440.0,17.8,2.4,0.8
46.9,571.0,19.2,2.9,2.27
38.0,482.0,20.7,2.2,1.18
40.3,497.0,22.4,3.0,1.35
41.8,513.0,20.7,3.1,1.46
42.4,527.0,16.1,2.6,1.71
39.7,487.0,20.6,3.0,1.23
40.2,498.0,18.5,2.6,1.32
30.6,376.0,15.9,2.2,0.37
39.3,491.0,23.3,2.3,1.27
44.3,552.0,21.5,2.8,2.01
38.7,479.0,19.4,2.7,1.16
34.2,420.0,22.3,2.5,0.62
40.4,505.0,23.3,2.5,1.39
26.8,337.0,21.9,2.2,0.19
37.9,474.0,19.4,2.1,1.12
23.5,288.0,15.8,2.1,0.04
40.0,485.0,17.8,2.8,1.18
32.9,418.0,19.6,2.1,0.63
42.2,517.0,17.9,2.5,1.56
31.0,381.0,15.9,2.2,0.39
37.9,465.0,19.2,2.7,0.97
37.2,467.0,20.7,2.5,1.06
41.8,521.0,22.0,2.3,1.62
38.3,463.0,16.7,2.1,0.97
45.2,551.0,22.6,2.8,1.94
36.7,460.0,21.9,2.7,0.97
37.7,471.0,22.0,2.2,1.08
42.4,514.0,16.9,2.8,1.49
40.4,502.0,18.6,2.5,1.4
42.9,530.0,23.2,3.1,1.71
38.6,474.0,21.9,2.6,1.06
40.0,494.0,18.6,2.1,1.29
45.5,565.0,20.7,2.5,2.2
48.5,594.0,20.5,3.1,2.6
34.4,421.0,21.1,2.3,0.65
43.5,534.0,21.9,3.3,1.76
36.6,444.0,21.2,2.6,0.82
42.8,517.0,22.4,2.8,1.56
39.9,490.0,15.2,2.4,1.26
38.8,481.0,20.6,2.4,1.14
43.2,525.0,17.2,2.6,1.66
43.1,533.0,22.0,2.6,1.72
32.3,399.0,21.4,2.2,0.53
45.7,561.0,17.7,3.0,2.13
35.8,444.0,15.0,2.1,0.86
42.2,521.0,17.0,2.7,1.63
39.1,489.0,20.5,2.2,1.24
38.2,473.0,18.7,2.6,1.11
43.1,512.0,22.2,2.5,1.46
50.0,607.0,20.8,3.4,2.82
33.1,411.0,20.6,2.2,0.6
39.0,485.0,21.1,2.4,1.22
38.7,464.0,17.9,2.3,0.97
43.6,536.0,16.0,2.7,1.79
42.1,510.0,22.3,3.2,1.48
36.8,453.0,21.2,2.4,0.93
31.2,396.0,20.2,2.5,0.49
40.1,493.0,18.7,2.4,1.27
34.0,425.0,17.1,2.1,0.68
33.7,423.0,16.1,2.2,0.67
35.4,440.0,19.5,2.2,0.82
34.5,431.0,19.7,2.1,0.75
35.9,443.0,20.5,2.4,0.85
38.1,465.0,18.9,2.3,1.02
35.2,432.0,18.5,2.2,0.75
34.7,435.0,15.8,2.3,0.81
32.6,406.0,20.7,2.1,0.58
38.4,474.0,17.9,2.2,1.1
35.9,457.0,18.2,3.5,0.94
42.3,525.0,22.4,3.2,1.67
37.5,465.0,21.3,2.4,1.02
35.3,440.0,13.1,2.4,0.79
40.2,498.0,18.3,2.3,1.31
40.0,479.0,16.1,3.1,1.13
34.9,434.0,13.5,2.1,0.78
41.3,510.0,18.6,2.4,1.49
42.3,525.0,14.4,2.9,1.7
34.1,429.0,15.9,2.2,0.75
35.2,439.0,19.8,2.7,0.83
31.2,392.0,23.0,2.4,0.49
35.5,440.0,18.0,2.3,0.8
36.2,450.0,20.5,2.3,0.89
34.6,436.0,22.7,2.2,0.8
32.5,393.0,13.5,2.8,0.47
33.2,414.0,16.9,2.1,0.64
41.2,513.0,22.7,3.0,1.53
34.4,426.0,19.1,2.4,0.69
39.9,492.0,18.7,2.3,1.24
11.5,3.0,17.0,2.1,0.02
35.9,444.0,20.6,2.2,0.87
37.7,467.0,17.4,2.2,1.09
25.3,310.0,18.9,2.1,0.13
46.0,564.0,22.2,3.4,2.13
38.8,478.0,21.5,2.5,1.08
33.8,419.0,23.0,2.3,0.64
35.1,436.0,20.0,2.2,0.76
34.3,435.0,15.7,2.2,0.74
38.0,473.0,21.5,2.2,1.06
36.4,455.0,21.2,2.2,0.97
30.7,384.0,18.7,2.1,0.46
39.9,494.0,18.9,2.4,1.26
34.6,432.0,16.1,2.2,0.74
31.8,399.0,20.6,2.1,0.52
37.5,455.0,20.4,2.6,0.94
35.2,439.0,21.0,2.1,0.79
36.3,448.0,20.5,2.2,0.87
38.5,488.0,15.2,2.4,1.21
38.1,474.0,21.4,2.3,1.08
33.6,424.0,21.4,2.2,0.69
34.2,421.0,18.9,2.4,0.67
37.0,458.0,16.2,2.3,0.95
32.4,405.0,21.3,2.2,0.57
31.4,393.0,17.1,2.2,0.49
35.7,440.0,21.0,2.1,0.79
26.6,344.0,22.5,2.2,0.25
41.0,505.0,17.9,2.4,1.4
33.5,418.0,20.7,2.1,0.64
32.3,406.0,21.2,2.3,0.55
44.1,540.0,20.6,3.0,1.85
40.3,497.0,17.9,2.3,1.31
33.5,416.0,20.4,2.1,0.6
37.1,452.0,15.1,2.1,0.94
36.8,457.0,21.0,2.3,0.97
40.4,499.0,16.8,2.8,1.34
31.9,402.0,17.1,2.2,0.54
37.3,465.0,12.6,2.5,1.04
36.3,452.0,19.0,2.2,0.89
28.9,371.0,23.1,2.2,0.39
16.9,16.0,22.5,3.0,3.17
40.2,496.0,17.9,2.3,1.3
35.7,441.0,20.7,2.1,0.8
38.9,480.0,18.5,2.2,1.16
35.5,440.0,19.6,2.2,0.8
25.8,331.0,23.0,2.4,0.2
35.4,442.0,13.4,2.2,0.87
34.4,427.0,19.1,2.3,0.71
28.0,358.0,18.3,2.5,0.3
37.1,459.0,16.2,2.3,0.96
34.3,429.0,16.2,2.2,0.74
36.2,448.0,19.4,2.1,0.93
32.4,406.0,21.2,2.1,0.57
35.6,444.0,17.8,2.1,0.84
39.3,486.0,18.8,2.3,1.18
35.8,450.0,17.9,2.2,0.91
38.5,477.0,18.7,2.5,1.11
40.9,505.0,18.2,2.3,1.41
36.7,460.0,19.3,2.2,1.0
36.5,453.0,20.5,2.1,0.95
36.9,458.0,21.0,2.3,0.96
37.4,459.0,18.9,2.3,0.94
36.3,450.0,19.6,2.2,0.9
28.6,366.0,18.2,2.6,0.34
31.6,397.0,18.3,2.1,0.49
36.1,446.0,12.5,2.3,0.9
34.3,435.0,19.7,2.4,0.74
37.2,460.0,17.9,2.4,1.0
37.5,469.0,16.1,2.6,1.09
40.6,502.0,16.3,2.8,1.43
32.7,413.0,16.5,2.1,0.62
31.9,407.0,20.0,2.7,0.57
41.3,510.0,18.0,2.4,1.5
43.1,518.0,14.4,2.9,1.52
36.4,447.0,17.0,2.3,0.84
34.2,430.0,21.0,2.1,0.75
31.5,389.0,23.0,2.2,0.47
34.9,431.0,19.8,2.2,0.72
39.2,486.0,18.8,2.2,1.27
31.0,388.0,19.9,2.1,0.43
39.2,480.0,14.2,2.6,1.11
36.9,460.0,17.4,2.3,0.96
42.9,531.0,14.4,2.9,1.75
34.2,423.0,20.6,2.2,0.68
32.4,406.0,21.2,2.2,0.55
34.0,423.0,13.9,2.2,0.72
36.1,450.0,19.0,2.3,0.91
40.9,507.0,18.7,2.4,1.46
31.3,391.0,21.2,2.1,0.5
42.3,519.0,18.6,2.5,1.57
36.3,449.0,19.4,2.1,0.93
34.5,433.0,19.7,2.1,0.75
38.4,475.0,17.5,2.4,1.1
34.7,429.0,15.9,2.6,0.75
30.0,379.0,22.5,2.1,0.42
35.5,436.0,18.5,2.4,0.78
34.9,435.0,13.4,2.1,0.77
36.2,449.0,18.8,2.3,0.86
35.3,442.0,13.4,2.2,0.86
38.8,485.0,22.4,2.3,1.16
38.3,471.0,17.9,2.2,1.06
40.3,497.0,17.8,2.3,1.3
10.6,3.0,17.0,2.1,0.02
30.4,375.0,15.5,2.4,0.38
23.5,289.0,16.3,2.1,0.03
34.6,432.0,18.9,2.1,0.73
33.1,416.0,15.8,2.1,0.64
35.4,441.0,19.7,2.3,0.82
39.0,489.0,15.6,2.4,1.22
35.8,445.0,19.6,2.2,0.88
28.6,349.0,12.3,2.2,0.25
27.2,338.0,18.8,2.4,0.24
40.0,496.0,16.9,2.8,1.35
40.8,504.0,17.0,2.8,1.43
34.8,432.0,20.6,2.1,0.79
35.9,447.0,19.6,2.2,0.88
10.6,3.0,17.0,2.1,0.02
36.0,453.0,17.1,2.1,0.91
38.3,476.0,17.1,2.2,1.15
39.9,488.0,18.9,2.2,1.28
